title,content,rating,created_at
Cực kì hài lòng,"Ship cực kì thần tốc mới đặt lúc trưa chìu anh shipper đã giao ?? 
Sách rất đẹp, dày ,được bọc kĩ cànggg ❤",5,2020-12-10 17:42:22
Cực kì hài lòng,,5,2023-09-08 23:31:37
Cực kì hài lòng,Nhanh chóng chất lượng !!,5,2023-10-28 01:04:43
Bình thường,"Giao hàng sớm hơn dự kiến 1 ngày, đóng gói tạm được nhưng mà sách xước nhiều quá nên e hơi thất vọng.",3,2021-11-21 13:26:27
Hài lòng,Đóng hàng thì đẹp và khá kĩ. Lúc mình mở thì chỉ bị cái gáy nó xước như trên. Bên trong sách ko có lỗi gì. Chuyển giao nhanh,4,2021-08-21 16:53:15
Cực kì hài lòng,"shop gói hàng cẩn thận, giao hàng đủ và nhanh chóng, sẽ quay lại ủng hộ thêm nhé",5,2022-08-27 13:25:23
Cực kì hài lòng,"Giao hành siêu nhanh, sách cũng siêu dày nx á,tất cả đềutuyệt vời, mong đợi e nó khá lâu ùiiiiii",5,2022-01-04 18:26:18
Cực kì hài lòng,"Mua về để học lại ngữ pháp sau hơn 10 năm đi làm :) Sách in khá rõ nét, layout dễ theo dõi, giao hàng cực nhanh.",5,2021-11-01 15:21:17
Cực kì hài lòng,Xin trân trọng cảm ơn!,5,2023-05-19 21:33:48
Cực kì hài lòng,rất ok... đóng hàng kĩ lắm.... sách mới ko hư hỏng.... dịch nên sẽ chậm 2-5 ngày nhưng ko sao vì quá ưng khi nhận sách....,5,2021-09-04 22:54:23
Cực kì hài lòng,"Sách này em được bạn giới thiệu ạ, lúc nhận thì có đọc sơ qua thì em nghĩ học sẽ có hiệu quả ạaaaaa.",5,2022-04-11 19:11:27
Cực kì hài lòng,,5,2024-01-13 11:57:02
Cực kì hài lòng,"Về đơn hàng: Đơn hàng giao đến sớm 2 ngày so với dự kiến. Tuy nhiên Fahasa đóng gói chưa cẩn thận, sách mình bị bẩn chút ít. Về sách: bản in chất lượng, giấy phù hợp với giá tiền. Highly recommend!",5,2021-06-26 10:35:17
Cực kì hài lòng,,5,2024-01-09 07:51:39
Cực kì hài lòng,,5,2024-01-08 12:39:24
Good!!,"Lần đầu mua hàng của Fahasa mình rất ưng cách đóng gói, bên trong có 1 lớp bảo vệ để sách ko bị cong hay móp cạnh đặc biệt dòng chữ ""Hàng dễ vỡ xin nhẹ tay"" là biết bán sách có tâm rồi.",5,2021-02-22 15:38:21
Bình thường,Giao muộn hơn dự kiến. Sản phẩm tốt. Mà mang về gói hàng như v nên hơi bực :> cskh khá tệ!!,3,2021-07-01 17:30:02
Cực kì hài lòng,Giao hàng rất nhanh; sách hơi bụi và cong mép 1 xíu nhưng ko sao sale 56% nên bỏ qua hết,5,2022-07-12 09:55:29
Cực kì hài lòng,,5,2024-01-02 02:07:31
Cực kì hài lòng,,5,2023-12-27 06:17:54
Rất không hài lòng,"Tôi chưa nhận được hàng của mình, nhưng trên app Tiki đã ghi nhận Giao hàng thành công??? Là như thế nào??? Tôi mất tiền nhưnng không nhận được hàng của mình???",1,2021-12-09 22:19:56
Cực kì hài lòng,"Sách hơi bị xịn luôn nè. Khuyên mng nên mua vì bố trí rất dễ học, từ cơ bản đến nâng cao đều có nhé. Nm bìa sách hơi lỗi xíu 9/10",5,2021-10-29 16:54:39
Cực kì hài lòng,"Bài tập ngữ pháp cơ bản rất nhiều, lí thuyết đọc dễ hiểu, học xong cũng thấy nắm chắc kiến thức cơ bản hơn. Sách đẹp dày in chất lượng, bìa cứng cáp sáng bóng đáng tiền lắmmm",5,2021-08-08 22:48:48
Cực kì hài lòng,"tốt, đẹp, giao hàng nhanh",5,2022-04-20 08:37:56
Hài lòng,"Giao hàng nhanh, đóng gói khá kĩ. Hài lòng",4,2023-06-16 07:13:02
Cực kì hài lòng,"ngữ pháp được giải thích dễ hiểu lắm nàa. mình đang chập chững học lại tiếng anh, cuốn này rất hữu ích đối với mình",5,2022-05-17 09:04:56
Cực kì hài lòng,,5,2023-12-15 05:46:08
Sản phẩm tốt,"Sản phẩm rất tốt, không bị trầy xước, mực in rõ nét. Nội dung sách thì không phải nói nữa. Mới nhận hàng thấy shop đóng gói rất cẩn thận, có miếng bọc bảo vệ sách, giao hàng nhanh ( 1 ngày, tại Hưng Yên )
Sẽ mua thêm các sản phẩm khác.",5,2020-11-20 18:08:42
Cực kì hài lòng,"Giao hàng nnhanh, đặt tối qua sáng nay có rồi, sách đẹp, mới, dễ học cực kỳ. Nên mua nhaa",5,2022-05-10 22:28:29
Cực kì hài lòng,"Cuốn sách English Grammar gối đầu giường của mình. Hồi nhỏ mình có một cuốn nhưng cũng lâu quá rồi, quyết định mua thêm cuốn mới để có nhiều kiến thức update hơn! Highly Recommend!",5,2021-08-08 10:38:47
Cực kì hài lòng,"Giao hàng nhanh, sách in đẹp, rõ nét, mùi giấy mới rất thơm.
Kiến thức thì tổng quát từ những thì cơ bản nhất. 
Mình mua quyển này để ôn lại ngữ pháp cơ bản trước khi bắt đầu học IELTS",5,2021-06-21 11:00:53
Cực kì hài lòng,"Uiiii giao hàng siêu nhanh luôn ạ, gói hàng rất đẹp và chắc chắn. Anh shipper cute hạt me xí muội. Ưng lắm ạ. Cảm ơn shop và anh shipper nhiều ạ",5,2022-02-08 18:16:17
Cực kì hài lòng,"Cuốn sách sẽ giúp chúng mình
sẽ có cái nhìn tổng quát nhất về ngữ pháp tiếng Anh. Sau mỗi bài học thì bạn còn có bài tập để rèn luyện, trực tiếp củng cố kiến thức ngay nhé.",5,2021-02-25 22:08:03
Cực kì hài lòng,"Lúc giao không có seal nhưng sách không bị nhăn, hư. Chữ in rõ ràng, giấy đẹp. Có phần study guide cho những bạn muốn tự học.",5,2021-06-03 09:27:34
Cực kì hài lòng,"Giao hàng trong ba ngày, hên ghê chứ dự kiến giao hàng tận 1 tuần, bọc sách k kĩ lúc mình lấy hộp đã bị bật tung ra( có thể do mưa) may quá sách bên trong còn nguyên
Sách rẻ hơn chỗ khác , chất giấy tốt, sẽ quay lại",5,2021-03-02 11:41:20
Cực kì hài lòng,Giao hàng nhanh,5,2022-10-28 18:00:53
Cực kì hài lòng,"sách bọc cẩn thận, giao hàng nhanh, cứ ngỡ 25 mới có mà 20 đã có rồi",5,2021-08-23 14:26:18
Cực kì hài lòng,Sách nội dung hay,5,2023-09-07 14:32:27
Cực kì hài lòng,"Sách rất hay. Đóng gói cẩn thận. Mình học từ căn bản nên sách này rất hay với mình, vừa có phần ngữ pháp và bài tập áp dụng. Rất thiết thực.",5,2022-01-03 19:33:32
Cực kì hài lòng,Sách rất chất lượng luôn. Đọc rất hay lại còn dễ hiểu nữa. Nhưng mà bìa sách của mình có một số chỗ nhìn hơi nhăn.,5,2021-11-16 16:02:59
Cực kì hài lòng,"Sách tốt, đầy đủ nội dung, có thể dùng trên cả web và mobile.
Giao hàng sớm hơn hạn, đóng gói cẩn thận",5,2022-07-10 11:52:18
Hài lòng,Sách tóm gọn các cấu trúc cơ bản và khá hữu ích.,4,2023-03-21 07:56:49
Cực kì hài lòng,,5,2023-11-04 15:58:10
Cực kì hài lòng,"Sách in giấy tốt, giá rẻ. Sách này là một trong những sách grammar best-seller vì cách tiếp cận theo lối thực hành, dễ nhớ, dễ áp dụng. Nhưng mình thấy các ví dụ từ cuốn Elementary vẫn đưa vào, nên nếu bạn học qua cuốn Elementary rồi học tiếp thêm cuốn này sẽ hơi chán. Hàng giao nhanh, đóng gói kỹ, sách thôi mà được cover lại bằng một miếng xốp rồi mới bỏ vào thùng.",5,2020-05-01 08:26:51
Cực kì hài lòng,sách oke đẹp. tiki giao hàng nhanh kinh thật. ko rùa bò như ô sốp pi.,5,2022-02-10 20:09:52
Cực kì hài lòng,Shop đóng gói rất cẩn thận,5,2023-01-12 10:46:38
Cực kì hài lòng,,5,2023-10-30 18:04:49
Cực kì hài lòng,,5,2023-10-29 07:14:06
Cực kì hài lòng,"Lần đầu đặt mà giao hàng hơi lâu, hàng giao về cái hộp bị móp may sách ở trong k bị hỏng hóc nhiều",5,2021-08-18 17:59:29
Cực kì hài lòng,"Sách rất mới và đẹp ❤️ chất lượng dịch vụ của Fahasa rất tốt, từ thời gian giao hàng đến cách đóng gói sản phẩm.",5,2022-04-03 13:14:03
Cực kì hài lòng,Sách chất lượng dễ học đóng gói kĩ với giao nhanh lắm,5,2023-02-02 20:37:48
Cực kì hài lòng,"Sách mới, đep. Tiki giao hàng nhanh. Sách rất thích hợp cho các bạn ôn từ vựng nền tảng để thi Ielts",5,2022-07-12 21:34:30
Cực kì hài lòng,,5,2023-10-14 13:45:56
Cực kì hài lòng,,5,2023-10-13 18:16:56
Cực kì hài lòng,"Đây là sp đầu tiên mk mua trên tiki, giao hàng nhanh sách đc đóg gói cẩn thận, nội dung thì chắc k p bàn vì sách rất nổi tiếng nhưng trog quá trình học sẽ gặp chút khó khăn vì toàn là chữ tiếng Anh  hơi mất côg tra một chút.",5,2020-12-12 18:28:15
Cực kì hài lòng,"Sách chất lượng rất tốt, bản đẹp giá tốt, chất lượng giấy tốt và đẹp, nói chung mua sách thì fahasa luôn đứng nhất rồi nhà xa nên ko đến tận nơi mua được thôi nhưn mãi ủng hộ.",5,2020-12-15 22:35:32
Hài lòng,,4,2023-10-07 15:27:58
Cực kì hài lòng,"Chất lượng sản phẩm tốt, in đẹp, bọc gói rất cẩn thận, giao hàng nhanh chóng, đặt hôm trước ngay hôm sau có liền, có phần theo dõi đơn hàng rất tiện, chỉ một thời gian ngắn đã thấy bàn giao cho đơn vị vận chuyển, nói chung là rất hài lòng",5,2020-08-21 19:46:17
Cực kì hài lòng,"sách dày, làm mấy bài rồi và thấy rất phù hợp, dễ hiểu",5,2022-02-04 14:21:20
Hài lòng,"có đầy đủ kiến thức cơ bản, exercise sau mỗi unit",4,2022-08-16 13:35:38
Cực kì hài lòng,"Nội dung dễ hiểu, bản thân mình tự học mà vẫn có thể áp dụng được",5,2022-10-19 00:15:09
Cực kì hài lòng,"Rất là ok luôn
Trình độ cho b1",5,2022-06-04 17:37:26
Cực kì hài lòng,"đóng gói cẩn thận, đẹp, giao hàng khá nhanh",5,2021-10-21 00:26:24
Cực kì hài lòng,,5,2023-09-14 21:26:34
Cực kì hài lòng,Sách đẹp ngoài mong đợi luôn ạ,5,2021-12-06 12:59:46
Cực kì hài lòng,Giao hàng nhanh. Bọc kín. Sách vẫn mới. *** tiếng anh nên hơi ngợp tí nhưng nói chung là ổn,5,2022-02-06 10:11:16
Cực kì hài lòng,"Sách đẹp, hay, toàn tiếng anh nên bạn nào mới thì hơi khoai ạ, nên mua nhé mn",5,2022-04-12 15:00:19
Cực kì hài lòng,"Nội dung của Cambridge thì khỏi bàn rồi ❤️❤️
Mặc dù full EL nhưng giải thích rất dễ hiểu luôn ?
Tiki giao hàng siêu siêu nhanh luôn ý ?‍♀️?‍♀️ sẽ ủng hộ dài dài nha",5,2021-01-10 10:33:44
Cực kì hài lòng,Chưa học nên chưa bt nhận xét chất lượng như nào,5,2022-08-09 20:04:58
Cực kì hài lòng,hàng giao đúng cách đóngg gói mìmh thích lắm luôn nên mua nhaa,5,2022-06-26 09:40:45
Hài lòng,Sách chất lượng,4,2023-06-22 10:33:07
Cực kì hài lòng,.Nội dung dễ hiểu,5,2023-06-13 22:04:47
Cực kì hài lòng,"sách photo nhưng chất lượng tốt, giao hàng nhanh chóng tuy hơi móp góc sách",5,2021-11-16 17:01:43
Cực kì hài lòng,Những ai đã có nền gốc thì có thể tham khảo sách này để trau dồi thêm nâng lên một bậc nữa nhé,5,2022-06-01 21:32:43
Cực kì hài lòng,"Sách dày, các góc cắt đẹp, nét bên trong rõ ràng không bị mờ, nhoè",5,2022-05-17 09:58:30
Cực kì hài lòng,"Mua cho con gái; tuy nhiên, sách đã rất nổi tiếng ở việt nam từ những năm 90 nên chắc tốt",5,2022-07-10 09:55:25
Cực kì hài lòng,,5,2023-08-30 17:06:42
Cực kì hài lòng,Nhận hàng vào đợt dịch thật sự khó khăn. Mong la mình sẽ chăm chỉ để lấy lại kiến thức nền. Tin tưởng đây là cuốn sách tốt vì nghe recommend nhiều lắm ^^,5,2021-08-18 10:12:46
Cực kì hài lòng,mua về hong nghĩ nó to như thế nam thích lắm mua về nhìn có cảm giác muốn làm liền hê hee,5,2021-08-21 17:15:29
Cực kì hài lòng,,5,2023-08-21 21:17:02
Cực kì hài lòng,Sách mới. Dày dẹn có cái sách in ko màu nha,5,2022-08-27 13:39:46
Cực kì hài lòng,,5,2023-08-18 18:29:17
Bình thường,"mình mua bộ 3 quyển này 2 lần rồi, lần đầu thì hộp méo móp, không có bọc luôn. Như kiểu sách cũ ấy. Lần 2 thì đóng gói cẩn thận, còn bọc bóng các kiểu, hộp đẹp.",3,2021-06-24 23:55:39
Cực kì hài lòng,,5,2023-08-12 16:13:52
Cực kì hài lòng,,5,2023-08-10 09:02:34
Cực kì hài lòng,Nội dung thì khỏi phải nói rồi ạ. Giao hàng cũng nhanh nữa. Nói chung là ưng nhaaa,5,2022-08-04 19:14:56
Cực kì hài lòng,"Giao hàng nhanh và bọc rất cẩn thận.
Sách đẹp và hữu ích cho những bạn muốn nâng cao ngữ pháp.",5,2021-12-06 16:14:15
Cực kì hài lòng,,5,2023-08-05 15:51:57
Cực kì hài lòng,,5,2023-08-04 23:33:02
Cực kì hài lòng,Nói chung là xịn ❤️ Sách của Fahasa thì mình luôn luôn tin tưởng ^^,5,2021-10-31 17:47:16
Cực kì hài lòng,"Sách đẹp, giao hàng nhanh. Đáng mua nhé mn! 👍❤️",5,2022-12-17 22:59:52
Cực kì hài lòng,,5,2023-07-31 17:14:28
Cực kì hài lòng,Giao hàng nhanh hơn dự kiến. Mực in rõ ràng.,5,2022-08-02 20:23:49
Cực kì hài lòng,"cuốn sách tuyệt vời để học ngữ pháp, đóng gói rất kỹ",5,2021-12-07 11:27:31
Cực kì hài lòng,,5,2023-07-26 19:59:50
Cực kì hài lòng,"giao hàng cực kì nhanh luôn, mới đặt hôm qua mà sáng nay đã nhận được rồi, đóng gói sản phẩm rất đẹp và chắc chắn ????",5,2020-08-19 10:45:11
Cực kì hài lòng,sách sạch đẹp dày giấy dày shop bọc cẩn thẩn nên mua lắm nha,5,2021-11-15 16:02:24
Cực kì hài lòng,Oke ạ,5,2022-08-03 15:27:49
Cực kì hài lòng,,5,2023-07-23 20:34:06
Cực kì hài lòng,"Đóng gói cẩn thận, sách khá hay, nên mua thử nha",5,2022-07-04 15:30:58
Cực kì hài lòng,This book is very good. It has a lot of unit and exercise to do. I improve my English better and help me take knowledge again,5,2022-04-19 22:42:15
Cực kì hài lòng,,5,2023-07-15 20:18:06
Cực kì hài lòng,"giao hàng nhanh hơn 1 ngày, shipper thân thiện, sách được đóng gói kĩ càng 🥰",5,2022-08-02 12:12:31
Cực kì hài lòng,,5,2023-07-08 13:11:38
Cực kì hài lòng,,5,2023-07-07 16:46:35
Cực kì hài lòng,Tuy giao hàng chậm. đã nhận được hàng khá ok. cảm ơn shop đã cố gắng giục đơn giúp em ạ.,5,2021-11-21 17:58:33
Cực kì hài lòng,,5,2023-07-05 17:19:54
Cực kì hài lòng,,5,2023-07-04 15:38:10
Cực kì hài lòng,,5,2023-06-29 13:39:08
Cực kì hài lòng,tốt,5,2023-06-06 00:37:00
Cực kì hài lòng,"sách đỉnh lắm ạ, đóng gói cẩn thận, giao hàng nhanh.",5,2021-11-22 12:57:17
Cực kì hài lòng,,5,2023-06-20 20:16:56
Cực kì hài lòng,,5,2023-06-18 13:40:52
Cực kì hài lòng,,5,2023-06-15 12:17:59
Cực kì hài lòng,,5,2023-06-14 21:37:29
Cực kì hài lòng,,5,2023-06-14 14:34:06
Cực kì hài lòng,,5,2023-06-14 09:38:53
Cực kì hài lòng,,5,2023-06-10 22:13:47
Cực kì hài lòng,"Đây là cuốn sách về grammar rất là trực quan, ai học tiếng anh cũng nên có một cuốn để dùng dài lâu.",5,2021-09-06 13:53:52
Cực kì hài lòng,,5,2023-06-06 21:04:45
Cực kì hài lòng,,5,2023-06-06 16:43:30
Cực kì hài lòng,Very good,5,2023-05-04 09:08:09
Cực kì hài lòng,,5,2023-06-05 22:32:06
Cực kì hài lòng,Gói hàng cần thận lắm nha nên mình cho 5 sao,5,2022-06-07 13:22:06
Cực kì hài lòng,"Giao hàng nhanh, trước hẹn hẳn 3 ngày 🥰",5,2022-11-29 10:55:47
Cực kì hài lòng,"Sách đẹp, đóng gói chắc chắn. Mở ra mà tưởng giao hàng dễ vỡ khum é :3",5,2022-06-28 20:41:36
Cực kì hài lòng,Sách rất hay. Nội dung cực kỳ chất lượng. Phù hợp với những bạn B1 trở lên và muốn nâng cao khả năng nói viết tiếng Anh.,5,2021-11-02 22:29:52
Cực kì hài lòng,,5,2023-06-01 21:18:29
Hài lòng,Sản phẩm giấy tốt nhưng mình thắc mắc tại sao sách lại không có màu trong khi bản pdf thì có màu mà? Không phải chính hãng à?,4,2020-12-02 13:21:00
Cực kì hài lòng,"Giao hàng nhanh chóng, chất lượng sách cực kỳ đẹp",5,2021-11-12 10:58:09
Cực kì hài lòng,,5,2021-02-25 19:34:59
Cực kì hài lòng,,5,2023-05-28 14:45:59
Cực kì hài lòng,"Sách in đẹp, rõ ràng",5,2021-10-16 16:04:27
Cực kì hài lòng,,5,2023-05-27 13:26:12
Hài lòng,khá thất vọng về cách đóng gói sách,4,2022-06-24 12:28:55
Cực kì hài lòng,"Nội dung: cô đọng và dễ hiểu.
Hình thức: sách mới và thơm.
Giao hàng nhanh bất ngờ luôn ạ.",5,2022-03-17 17:31:43
Cực kì hài lòng,Giao hành nhanh hơn dự tính shipper okie la sách okieee la luôn ko nhăng ko j là ko tốt hết nên cho luôn 5 sao,5,2022-02-20 09:36:34
Cực kì hài lòng,,5,2023-05-20 15:51:36
Cực kì hài lòng,,5,2023-05-19 22:38:32
Hài lòng,,4,2023-05-17 14:10:41
Hài lòng,,4,2022-06-22 12:41:08
Cực kì hài lòng,Hàng giao nhanh với sách được bảo quản cẩn thận,5,2022-04-17 11:10:12
Cực kì hài lòng,Sách rất đẹp cứng và chính hãng. Gồm cả đĩa CD. Rất đáng tiền mua. Mn nên mua nha,5,2021-06-02 18:53:00
Cực kì hài lòng,,5,2023-05-15 23:03:49
Cực kì hài lòng,,5,2023-05-15 08:31:35
Cực kì hài lòng,Hàng về siêu nhanh. Sách được bọc kín. Rất đẹp.,5,2021-05-17 20:03:37
Cực kì hài lòng,,5,2023-05-11 12:40:24
Sách rất tốt,"sách rất đơn giản, dễ đọc, dễ hiểu, dễ thực hành và có rất nhiều kiến thức mà lấp mấy lỗ hổng liti trong ngữ pháp của mình. bìa đẹp, giấy tốt và giá cả hợp lý.",5,2021-02-26 11:37:14
Cực kì hài lòng,"Sách siêu siêu chất lượng, chất giấy xịn. Đóng gói của Fahasa mình chưa phải chê bao giờ, đóng gói kỹ. Giao hàng nhanh",5,2021-11-08 11:51:13
Hài lòng,"sách tốt, giao hàng nhanh nhưng bìa sách bị nhăn",4,2021-11-14 11:35:39
Cực kì hài lòng,,5,2023-05-08 13:01:53
Cực kì hài lòng,,5,2023-05-06 23:30:21
Cực kì hài lòng,Fahasa đóng gói sách kĩ lắm nhé. Giao hàng nhanh mùa dịch này ơn nhà trang thủ  lấy ra làm ôn tập kiến thức nhé.,5,2021-06-28 11:57:26
Cực kì hài lòng,"Sách trình bày khoa học, in rõ nét, giấy cứng cáp",5,2022-04-12 14:41:27
Cực kì hài lòng,,5,2023-05-03 20:59:35
Cực kì hài lòng,"giao hàng nhanh, đóng gói kỹ nên mua nhé",5,2022-05-27 19:12:25
Cực kì hài lòng,"Lúc nhận hàng thì đóng gói kĩ càng ạ, có thêm 1 lớp xốp để bảo vệ sách, cộng thêm chị shipper đáng yêu. Nói chung là xịn ạ.",5,2020-10-18 15:42:58
Cực kì hài lòng,,5,2023-04-29 23:17:08
Cực kì hài lòng,,5,2023-04-27 15:11:42
Cực kì hài lòng,"Tuyệt vời luôn ạ đóng gói hàng rất là chặt chẽ, giao hàng nhanh, sách new ngon mê li",5,2021-10-23 13:35:35
Cực kì hài lòng,"Bản trắng đen nhưng chất lượng giấy tốt, tiện cho mấy bạn có sở thích ngửi mùi giấy như mình :v",5,2022-01-14 16:30:00
Cực kì hài lòng,,5,2021-12-14 19:21:46
Hài lòng,Sách bị rách một tẹo TwT nhưng vẫn còn đẹp ??‍♀️,4,2020-10-23 18:42:07
Cực kì hài lòng,,5,2023-04-20 16:55:47
Cực kì hài lòng,"Giao hàng chất lượng, cuốn sách dày và có hình minh họa, các mẹo liên quan đến ngữ pháp đầy đủ và bổ ích. Thích hợp để ôn lại tổng thể ngữ pháp.",5,2020-11-23 21:42:27
Bình thường,mặt sau có vẻ hơi rách và bẩn xíu nhưng mà sách chất lượng tốt,3,2022-01-04 17:51:07
Cực kì hài lòng,Đầy đủ ngữ pháp với những ví dụ diêu đơn giản dễ học dễ hiểu ^^,5,2021-12-01 22:17:31
"SẢN PHẨM TỐT NHƯNG SHIPPER MẤT LỊCH SỰ, KÌ KÈO THÊM TIỀN CỦA KHÁCH","Lúc bạn giao hàng Tiki tới, mình không có nhà nên nhờ bạn mình xuống lấy dùm, giá quyển sách là 162k, bạn mình đưa 200k thì thối lại 30k, còn thiếu 8k thì kêu bạn mình là mấy đồng lẻ bỏ đi và nhất quyết không chịu đưa thêm 8k nữa. Mấy đồng lẻ mình ko tiếc nhưng thái độ bạn shipper rất thô lỗ, vô duyên. Mong Tiki xem lại thái độ giao hàng của bạn shipper này, vì những lần trước các shipper khác rất dễ thương và nhiệt tình.",2,2019-10-15 11:42:51
Cực kì hài lòng,"Lúc mua sách cũng không kì vọng lắm nhưng nhận sách thì vô cùng hài lòng, giấy in đen trắng rõ nét, bìa sách mới cóng, sách cực dày, rất đáng tiền, shipper nhiệt tình ?",5,2020-09-21 21:52:55
Cực kì hài lòng,,5,2023-04-14 16:53:30
Cực kì hài lòng,,5,2023-04-11 08:12:16
Cực kì hài lòng,"Sách này tôi mua cho cháu, vừa nhận hôm kia, 21/6/2020. Rất rất hài lòng cả về hình thức lẫn nội dung cùng cách thức đóng gói. Tuyệt vời! Cám ơn TIKI.",5,2020-06-23 15:38:05
Cực kì hài lòng,,5,2023-04-09 13:00:05
Cực kì hài lòng,Sách dày đẹp nhưng thỉnh thoảng cứ bị như này hơi bùn xíu nhưng khum sao,5,2021-11-23 23:20:10
Cực kì hài lòng,,5,2023-04-06 23:52:14
Cực kì hài lòng,"Sách đẹp, gói hàng cẩn thận. Rất hữu ích.",5,2022-04-02 15:42:46
Cực kì hài lòng,,5,2023-04-06 10:42:22
Cực kì hài lòng,Còn gì may mắn hơn khi đúng lúc muốn mua sách học tiếng Anh thì gặp sale giá hời,5,2021-10-19 17:07:48
Hài lòng,,4,2023-04-05 17:47:09
Cực kì hài lòng,,5,2023-04-05 12:37:49
Cực kì hài lòng,,5,2023-04-03 16:38:19
Cực kì hài lòng,,5,2023-04-01 12:55:24
Cực kì hài lòng,sách đẹp,5,2023-02-16 14:56:09
Cực kì hài lòng,Mua lúc giảm giá thì phải. Nội dung hay! Nên mình cho 5*,5,2022-07-30 00:59:32
Cực kì hài lòng,"Sách dễ hiểu, bọc cẩn thận và sạch",5,2022-10-06 08:24:29
Cực kì hài lòng,"sách dày đẹp chất lượng, giao hàng quá nhanh luôn, đóng gói bao đẹp",5,2021-12-06 10:54:41
Cực kì hài lòng,Thật sự rất hài lòng vì quâ trình đóng gói và giao sản phẩm 🥰,5,2022-05-26 20:34:01
Hài lòng,"Đặt 15h ngày t2, 15h ngày t3 có luôn. giao nhanh dễ sợ. Hiện tại đang không có ở nhà chỉ nhờ ng thân check hộ nhưng nhìn bề ngoài khá là tốt.",4,2020-12-30 06:53:23
Cực kì hài lòng,Nội dung để hiểu sắp sếp các loại ngữ pháp giúp dể dàng học tập,5,2022-05-05 23:07:59
Cực kì hài lòng,"rất tốt luôn. nhiều chủ đề để học, lời giải tiếng anh nhưng cũng rất dễ hiểu luôn",5,2022-02-02 11:45:35
Cực kì hài lòng,,5,2023-03-19 21:59:58
Cực kì hài lòng,,5,2023-03-17 20:51:33
Cực kì hài lòng,,5,2023-03-16 15:25:56
Cực kì hài lòng,"Sách rất lớn nhà nhà mn,giao hàng nhanh",5,2020-12-03 21:23:37
