content,rating,created_at,thank_count,label,ID,Unnamed: 4,Unnamed: 5,TicketID,Priority,idex,sentiment
"1. Buồn Tiki (2 sao là do điều này)
Mặc dù đã nhận lời giải thích từ Tiki nhưng vẫn cảm thấy không vui. Tiki cần rỏ ràng hơn trong các mã khuyến mãi để tránh làm tuột cảm hứng, niềm vui nhỏ khi mua sắm.
2. Hài lòng về ly
Ly đẹp. Màu xinh. Nắp cải tiến hơn đời trước. Để mở nắp thì cần gạc qua vị trí unlock rồi bấm. Bên trong nắp có thêm ron cao su so với đời trước. Thân ly nhám dễ nắm, nhám làm màu hồng thêm đẹp và không bị quê.",2.0,,11.0,other,,,,,,,p
"Mình thích xài mấy loại tumbler của L&L lắm nhé, rất tiện dụng. Đã mua tận 6 cái, 4 model cũ, nay thấy loại mới ra này nên mua luôn 2 cái. 
- Ngoại hình loại mới đẹp, nước sơn nhám, cầm bám tay hơn kiểu cũ. 
- Bề ngang bằng, chiều cao hơn loại cũ 1 tí xíu. 
- Ăn đứt loại cũ là cái nắp, có vẻ chuyên nghiệp hơn vì có khoá và bấm nút tự bung nắp. Tuy nhiên nhìn lò xo gắn 2 bên không yên tâm lắm vì làm bằng sắt, sợ xài lâu ngày dễ bị rỉ sắt. Mà lỡ nó rỉ thì hơi bị buồn thì cái nắp sẽ chả còn tự bung nữa. Haha. 
- Màu xanh siêu ngầu và màu hồng siêu dễ thương. 
- À mà mình chưa *** nước có bị tràn không nên sẽ feedback sau nhé ?",5.0,,5.0,other,,,,,,,p
Bình của mình bị vỡ nắp dù mình có khóa nhưng khi có sự cố thì nắp bị bung ra và vỡ... Bạn nào hậu đậu thì lưu ý điểm này nhé!,3.0,,0.0,other,,,,,,,p
Sản phẩm đẹp thể tích thực thì chỉ có 316 mL thôi nhưng xài rất tốt,5.0,,1.0,other,,,,,,,p
"Chuyên nghiệp, nhanh",5.0,,0.0,deliver,,,,,,,p
"Có hiện tượng trào nhiệt, bình không giữ được nhiệt lâu",2.0,,0.0,quality,,,,,,,p
"màu rất là xinh xẻo luôn, chất liệu dày dặn nên cầm khá nặng tay, nắp bình có mở 1 chạm nên rất tiện lợi với nắp bình cũng rất chắc chắn nên nước k bị rò ra ngoài, giữ nhiệt nóng lạnh ổn. túm lại là bình rất okiela luôn nheee",5.0,,1.0,quality,,,,,,,p
"Đã mua rất nhìu lần cho gia đình xài, bình tốt giữ lạnh lâu, k bị hôi như mấy bình dỏm, màu sắc ih hình .",5.0,,0.0,other,,,,,,,p
"Bình bị hở, bỏ cốp xe chảy ướt hết đồ, phải vứt đi luôn",1.0,,0.0,BaoHanhDT,,,,,,,n
"Giao hàng cực kỳ nhanh, đặt Tiki now 2h sau nhận hàng. Có điều nút mở nắp hoạt động chưa được tốt lắm, nhiều lúc không tự động trở về khi đóng nắp và nhiều khi bật không mở nắp đc. Tuy nhiên sản phẩm vãn rất đẹp mình rất hài lòng",5.0,,0.0,deliver,,,,,,,p
giữ nhiệt tốt,5.0,,0.0,other,,,,,,,p
"Màu sắc rất đẹp, thành ly dày hơn version cũ. Cho nước vào tét, không bị rỉ nước. Tuy nhiên điểm trừ là nắp không khép kín ngay vị trí tôi khoanh tròn trong hình làm giảm chất lượng ngoại hình",4.0,,3.0,other,,,,,,,p
"sản phẩm chính hãng xịn, cầm chắc tay, nút bật mở 1 tay rất tiện, có đế chống trượt, màu đen nhám sang trọng",5.0,,0.0,other,,,,,,,p
"Mình đã mua cái thứ 3, để tặng rồi, vì chất lượng quá tốt. Để đá đc hơn một ngày luôn. Bề mặt sơn nhám đẹp lắm.",5.0,,0.0,other,,,,,,,p
nắp đậy không có khít .nước bị chảy ra.muốn đổi cái khác.rất thất vọng.sp không đúng như mô tả.lừa đảo,1.0,,0.0,BaoHanhDT,,,,,,,n
"Bình đẹp, cầm rất chắc tay luôn, còn chất lượng của L&L thì khỏi bàn rồi. Ngoài ra TIKI giao hàng rất nhanh, mình ord hôm trước là hôm sau đã có.",5.0,,0.0,deliver,,,,,,,p
Mua bình 550 ML. nhưng giao bình 316 L,1.0,,0.0,BaoHanhDT,,,,,,,n
Sài rất ok. Rất hài lòng cho sản phầm,5.0,,0.0,other,,,,,,,p
"Chất lượng tuyệt vời. 
Giữ nhiệt tốt
Ly đẹp
Cầm chắc tay vỏ ly nhám nhẹ
Nút bấm đơn giản
Đặt vừa oto rất tiện cho tài xế uống nước.",5.0,,0.0,other,,,,,,,p
"Rất không hài lòng lòng. Bình không giữ nhiệt, bên trong đấy bình lâm chấm vệt màu sẩm.",1.0,,0.0,BaoHanhDT,,,,,,,n
Giao hàng nhanh sản phẩm chất lượng cho 5 sao. Rất ưng ý đây là lần đầu mua hàng phải viết review,5.0,,0.0,deliver,,,,,,,p
"Bình đẹp, cầm chắc chắn, Tiki đóng gói rất yên tâm, ko sợ móp méo bình. Thời gian giao hàng lại còn rất nhanh. Mún đánh giá hơn 5 sao ghê :))))",5.0,,0.0,deliver,,,,,,,p
"Hàng đẹp và chất lượng, mua giảm giá và freeship đc 211k thì mình thấy ổn so với giá.",5.0,,0.0,promo,,,,,,,p
"mua lại lần thứ 2 để làm quà tặng, hơi đọng nước ở thành bình nếu bỏ đá, nhưng cầm chắc tay và giữ nhiệt lâu. Đáng mua nha!",5.0,,0.0,other,,,,,,,p
"Hàng đẹp, còn thời gian giữ lạnh để mình sử dụng mới biết dc",5.0,,0.0,other,,,,,,,p
"Giữ nhiệt lâu,tốt.",5.0,,0.0,other,,,,,,,p
"Giao hàng cực nhanh nên cho 5 sao ạ.
Chất lượng dùng sẽ feedback sau",5.0,,0.0,deliver,,,,,,,p
Bì trày màu,4.0,,0.0,BaoHanhDT,,,,,,,n
"Giao hàng nhanh, đóng gói cẩn thận, 10đ ạ",5.0,,0.0,deliver,,,,,,,p
Bình đẹp giữ nhiệt đc lâu,5.0,,0.0,other,,,,,,,p
"Trước mua cái màu đen k có nút bấm,cái xanh navy này nhám cầm k sợ trơn tuột,rất thích ạ.",5.0,,4.0,other,,,,,,,p
"Bình này chất liệu 316L, không phải 304, không biết có an toàn không? đây là lock lock của trung chứ k phải sản xuất ở VN. Màu trắng cũng khôgn bẩn lắm, các bạn lau thường xuyên là được, nói chung nhìn đẹp con mắt. Mua loại này dễ vệ sinh.",5.0,,1.0,quality,,,,,,,p
"Ly cách nhiệt tốt, nhất là đừng đồ uống có đá, vừa xinh!
Mùa đông mình đựng nước ấm uống rất tiện, cứ định mực ở văn phòng là ngày 03 ly là ổn!",5.0,,0.0,other,,,,,,,p
ok,5.0,,0.0,other,,,,,,,p
Hàng đẹp. Chưa dùng thử nên chưa biết giữ nhiệt được bao lâu?,5.0,,0.0,other,,,,,,,p
"Mình mới mua bình này, về đựng nhưng bình bị lỗi. Đựng đá 1h sau tan hết và bên ngoài bình chảy nước (đổ mồ hôi bình) 
Có thể đổi lại mình bình khác hay không vậy shop
Tuyết Mai ***",1.0,,0.0,BaoHanhDT,,,,,,,n
"Tiki giao hàng đóng gói kiểu này để móp sản phẩm của khách, coi muốn nổi ôn không. Không có lấy một túi chống sốc dù là mỏng nhất?",2.0,,0.0,BaoHanhDT,,,,,,,n
Tốt,5.0,,0.0,other,,,,,,,p
Đẹp. Chắc chắn. Giao hàng nhanh. Cầm chắc tay thích lắm. Chưa dùng thử,5.0,,0.0,other,,,,,,,p
"Giao hàng nhanh.
Đóng gói hàng đầy đủ theo đơn.
Các sản phẩm đều chất lượng.",5.0,,0.0,deliver,,,,,,,p
"Giao hàng nhanh.
Đóng gói hàng đầy đủ theo đơn.
Các sản phẩm đều chất lượng.",5.0,,0.0,deliver,,,,,,,p
"Giao hàng nhanh.
Đóng gói hàng đầy đủ theo đơn.
Các sản phẩm đều chất lượng.",5.0,,0.0,deliver,,,,,,,p
Xài đc vài tháng và đã k thể giữ đc nhiệt,3.0,,0.0,BaoHanhDT,,,,,,,n
"mình đặt 1 trắng 1 đen nhưng tiki giao cho mình lại là 2 trắng. tiki lại không có phần đổi trả. mong tiki giải quyết giúp mình, mình cần đổi đúng màu mình chọn",1.0,,13.0,BaoHanhDT,,,,,,,n
"Yêu lắm, màu trắng xịn xò đẹp lắm các chế. Giữ nhiệt lâu. để cafe từ sáng đến 4-5h vẫn hơi ấm. Nước lạnh thì vẫn hơi man mát
Nói chung là ưng, lại chất lượng :)) Có khoá nắp nên k sợ ấn phát nó tuột đâu nhé :))",5.0,,0.0,other,,,,,,,p
Vừa nhận được hàng hí hửng khui hộp. Sau đó mở lắp và ... BÙM. Gẫy luôn từ lần đầu tiên. Không đến lần thứ 2...,1.0,,17.0,BaoHanhDT,,,,,,,n
Giao hàng nhanh,5.0,,0.0,deliver,,,,,,,p
"màu sơn đẹp nhưng có vẻ sẽ nhanh tróc, cơ chế nhấn để bung nắp bằng lò xo không được chắc chắn lắm, cần thời gian để kiểm chứng độ bền, phần bình nước thì rất tốt",5.0,,2.0,other,,,,,,,p
"mẫu mã đẹp, chắc chắn đúng như mô tả nhưng nắp khóa bình mới dùng vài ngày đã mất tác dụng khi đóng khóa mà vẫn bất nắp như không có khóa.",3.0,,0.0,other,,,,,,,n
Ly đẹp,5.0,,0.0,other,,,,,,,p
Ok,4.0,,0.0,other,,,,,,,p
"giữ nhiệt lâu, rất tốt",5.0,,0.0,other,,,,,,,p
"Giao hàng cực nhanh, chuẩn auth",5.0,,0.0,deliver,,,,,,,p
"Bình đẹp xs luôn. Tiki giao hàng siêu đỉnh, nhanh như chớp.⭐️⭐️⭐️⭐️⭐️",5.0,,0.0,deliver,,,,,,,p
bình siêu xinh. giữ nhiệt tốt.Cầm tay chắc chắn nữa. Mình hay uống trà sữa nên size bình này là siêu hợp với size L của các hãng trà sữa.Giữ nhiệt tốt. Đá để cả ngày mới tan hết khoảng 50-60%,5.0,,0.0,other,,,,,,,p
"đẹp như hình, dùng rất thích, nhưng ly nhận được dung tích thực chỉ có 316ml thay vì 510ml như hộp ghi (vẫn ok), đóng gói kỹ, shipper nhiệt tình vui vẻ, thanks all",5.0,,0.0,other,,,,,,,p
"đẹp như hình, dùng rất thích, nhưng ly nhận được dung tích thực chỉ có 316ml thay vì 510ml như hộp ghi (vẫn ok), đóng gói kỹ, shipper nhiệt tình vui vẻ, thanks all",5.0,,0.0,other,,,,,,,p
"Giao hàng nhanh nhưng không nhận được quà tặng của chương trình khuyễn mãi, vui lòng kiểm tra lại giúp mình",5.0,,0.0,promo,,,,,,,n
Sản phẩm đẹp chắc chắn mỗi tội không có hướng dẫn để mở nắp làm mình hơi loay hoay vì gạt mãi không được. Cuối cùng phát hiện ra là ấn vào chứ không chỉ gạt.,5.0,,1.0,hdsd,,,,,,,n
Giữ nhiệt tốt. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!&@&@&&@&&&&&&&,5.0,,0.0,other,,,,,,,p
Để đá từ sáng tới chiều không tan luôn. Đúng là hàng chất lượng cao.,5.0,,0.0,quality,,,,,,,p
Đã nhận được hàng.chất lượng màu sắc siêu ưng.ship nhanh.bọc hàng cẩn thận.sẽ ủng hộ tiếp ạ,5.0,,0.0,other,,,,,,,p
"Tiki giao hàng uy tín quá, đúng ngày 
sản phẩm chất lượng
sẽ ủng hộ lần sau",5.0,,0.0,deliver,,,,,,,p
"Bình nước lỗi, khoá lại vẫn chảy nước, yêu cầu đổi trả hoàn tiền bị trừ 5% phí, đặt lại thì tăng giá gấp đôi. Xử lý hàng đổi trả quá tệ, tiki bịp ko nên mua!",1.0,,0.0,BaoHanhDT,,,,,,,n
locknlock khỏi phải chê.,5.0,,0.0,other,,,,,,,p
"Hàng giao nhanh, sản phẩm đúng như mô tả.",5.0,,0.0,deliver,,,,,,,p
"Cân nhắc trước khi mua, chất lượng hoàn thiện ko giống hình ảnh mô tả. Còn nhiều ba dớ nhựa, nắp đậy nhựa đục thay vì nhưa trong.",2.0,,0.0,quality,,,,,,,n
"Bình khá đẹp, chắc chắn. Dạo này tiki hay giao hàng mà hộp bị móp méo, hên là có lớp chống shock nên bình bên trong ko bị gì.",5.0,,0.0,other,,,,,,,n
"Mình cực kì thích cái bình này luôn, giữ lạnh hay giữ ấm đều siu đỉnh, nó như một cái phích thu nhỏ vậy á, thể tích phù hợp để mang đi học đi làm. Có 2 cái nắp cũng tiện nữa, mình thích cái nắp trong suốt hơn vì mình có thể thấy lượng nước bên trong. Hoàn hảo, có điều là phải giữ cẩn thận nhé, làm rơi bình thì rất có thể bị trầu á",5.0,,1.0,other,,,,,,,p
"Bình nước đẹp, giữ nhiệt (nước đá) tốt, không bị đổ mồ hôi. Có 2 nắp để sử dụng linh hoạt. Bạn mình hỏi sao mua 2 cái bình cùng màu vậy :)))) Giao hàng nhanh, đóng gói kỹ.",5.0,,0.0,other,,,,,,,p
"Lòng bình giữ nhiệt sử dụng bị ra teng đốm ố mặc dù đã rửa rất kỹ nhưng ko ra, đợt trước mình cũng có mua 1 ly giữ nhiệt của hãng này nhưng ko có bị hiện tượng inox bị ra teng như vậy mặc dù là đã dùng dc 3 năm rồi",1.0,,1.0,quality,,,,,,,n
"Vừa tay, đẹp, giữ nhiệt tốt. GIAO HÀNG CỰC NHANH",5.0,,1.0,deliver,,,,,,,p
"Đẹp, vừa tay, giao hàng cực nhanh",5.0,,0.0,deliver,,,,,,,p
"Hàng đẹp, giao hàng nhanh, đóng gói kỹ.  
Viết cho nhiều để tích điểm chứ hàng thì cực ưng ý, màu sắc, kiểu dáng như hình, giữ nhiệt tốt, bỏ đá lạnh từ sáng đến sáng mai còn lạnh",5.0,,2.0,other,,,,,,,p
Tuyệt vời,5.0,,0.0,other,,,,,,,p
"èee bị gãy hong xài đc luôn, dán keo mãi cũng hong dùng đc luôn, hong biết cách nào để bảo hành nữa",1.0,,1.0,BaoHanhDT,,,,,,,n
"Bình tốt có 2 nắp, giữ nhiệt rất tốt. Mình mua để lấy một nắp dùng cho bình cũ nắp bị hỏng.",5.0,,2.0,other,,,,,,,p
"Sản phẩm đẹp, đúng chất lượng đã mua nhiều bình giữ nhiệt của shop rất hài lòng về sản phẩm của shop sẽ ủng hộ shop nữa",5.0,,0.0,other,,,,,,,p
Giữ nhiệt lâu. Cầm chắc tay. Giữ đá cả ngày. Màu đẹp. Mình rất hài lòng.,5.0,,0.0,other,,,,,,,p
Dùng nắp nay thi dễ uống nhưng đá hết chi uống dc tới chiều là hết,5.0,,0.0,other,,,,,,,p
Thời gian giữ nhiệt lâu lắm luôn ạ. Mình bỏ đá từ tối đến sáng vẫn còn ít. Để thời gian giao hàng trong ngày nhưng qua ngày sau mới nhận.,5.0,,0.0,deliver,,,,,,,n
"Bình rất đẹp, cầm rất chắc tay. Tiki giao hàng nhanh, đóng gói cẩn thận. Sẽ ủng hộ dài dài ❤😆",5.0,,1.0,other,,,,,,,p
"Thời gian giữ nhiệt lâu ( đối với nắp cùng màu với bình )
Thời gian giữ nhiệt trung bình ( đối với nắp trong )
Màu sắc đẹp 
Dễ lau chùi, tiện dụng",5.0,,1.0,other,,,,,,,p
Chán. Đổi hàng cuối cùng nhận lại 1 cái tương tự cái cũ( không biết có phải cái cũ không) và lại thấy thêm lỗi. Thực sự không hiểu tiki trading có kiểm hàng trước khi giao ko nữa.,1.0,,0.0,BaoHanhDT,,,,,,,n
"Bình đẹp, tốt,
Đóng gói cẩn thận",5.0,,0.0,other,,,,,,,p
"giữ nhiệt tốt màu xinh, bền, chắc chắn, thuận tiện sử dụng bảo vệ môi trường. giao hàng nhanh đóng gói chắc chắn",5.0,,0.0,other,,,,,,,p
"Giữa nhiệt lâu, không đọng nước ngoài bình , dùng vp tốt",5.0,,0.0,other,,,,,,,p
"ngoại hình ưa nhìn đẹp ,chưa sử dụng hy vọng chất lượng tốt , hàng giao rất nhanh",5.0,,0.0,other,,,,,,,p
Sản phẩm tốt. Đẹp . Có dịch vụ giao trong 2h nên thích là đặt giao ngay. Đóng gói kỹ.,5.0,,0.0,deliver,,,,,,,p
"Giữ nhiệt trung bình,  có 2 nắp tiện lợi",3.0,,0.0,other,,,,,,,p
Shop ko để chế độ chat.  Ý định đặt số lượng 2 bình 2  màu khác nhau mà giao cùng màu luôn. Rõ chán🥺,3.0,,0.0,other,,,,,,,n
tốt,5.0,,0.0,other,,,,,,,p
"Xài thích nha, không uổng tiền",5.0,,0.0,other,,,,,,,p
Nhận được ly ưng ghê. màu xinh xỉu. shop đóng gói kỹ càng nha. nắp thứ 2 được đóng hộp kỹ càng. rất thích luôn. 5*+++,5.0,,0.0,other,,,,,,,p
Bình đẹp. Gói hàg đẹp. Mua bên locknlock nhìu lần rồi rất ưng ý,5.0,,0.0,other,,,,,,,p
"Bình giữ nhiệt lâu, 2 nắp thay đổi tiện lợi và kín đáo. Chất liệu tốt và bền. Màu sắc và thiết kế đẹp.",5.0,,1.0,other,,,,,,,p
Ly đẹp. Chưa xài nên chưa biết thế nào,5.0,,0.0,other,,,,,,,p
Gia hàng nhanh. Hơi bất ngờ là nấp hoàn bằng nhựa. để xem giữ nhiệt lâu k,5.0,,0.0,deliver,,,,,,,p
"Bình đẹp, đóng gói kỹ, không trầy móp",5.0,,0.0,other,,,,,,,p
"Bình đẹp giữ nhiệt tốt, ai mua để mang đi và di chuyển thì ko tốt bằng mua loại có nắp cách nhiệt, loại này chỉ dùng văn phòng tại chỗ",5.0,,1.0,other,,,,,,,p
Hàng chat luong ok. Đóng gói cẩn thận. Giao hàng nhanh.,5.0,,0.0,quality,,,,,,,p
"Đẹp, giữ nhiệt lâu.",5.0,,0.0,other,,,,,,,p
"Xài rất ổn, có thể thay đổi nắp.",5.0,,0.0,other,,,,,,,p
"Ly có 2 nắp, trong đó nắp nhựa trong khi cho ly nghiêng bị đổ nước, còn nắp silicon ok",3.0,,0.0,other,,,,,,,p
"giữ nhiệt tốt, chất lượng ok",5.0,,0.0,quality,,,,,,,p
"Giữ nhiệt, chất liệu tốt. Tiện dụng.",5.0,,0.0,other,,,,,,,p
"Màu sắc đẹp xỉu, sáng. Bình thì tiện lợi có cả 2 nắp để thay thế quá hợp với mình luôn",5.0,,0.0,other,,,,,,,p
"Mê màu xanh mint hơn nhưng hết hàng lấy tạm màu này. Chất lượng chất, rất ưng!",5.0,,0.0,quality,,,,,,,p
"Phần miệng ly như bị đen, như tróc lóp bóng, chùi bằng khăn giấy cứ ra đen đen",1.0,,1.0,BaoHanhDT,,,,,,,n
"Dùng quá ok luôn, hàng của LocknLock ngon, giữ đá được rất lâu, pha cafe mang đi quá ok",5.0,,0.0,other,,,,,,,p
"Nhận hàng trong ngày, Sản phẩm đẹp, không cấn móp, hơi tiếc vì không có ống hút đi kèm",5.0,,0.0,promo,,,,,,,p
"Giao hàng nhanh gọn lẹ, sản phẩm được bọc kín kĩ càng.",5.0,,0.0,deliver,,,,,,,p
Giao thiếu 1 nắp. Không thấy nút Hoàn trả hàng. Tiki liên hệ lại dùm để đổi trả,3.0,,0.0,BaoHanhDT,,,,,,,n
Giữ nhiệt tốt...540ml nên nhỏ gọn...nên mua,5.0,,0.0,other,,,,,,,p
Bình Sài ok lắm,5.0,,0.0,other,,,,,,,p
Hàng xịn,5.0,,0.0,other,,,,,,,p
"sản phẩm giữ nhiệt tốn, màu đẹp",5.0,,0.0,other,,,,,,,p
"Bình màu xinh lắm ạ, mua ở Tiki có nhiều chương trình khuyến mãi nên giá rất tốt.",5.0,,0.0,promo,,,,,,,p
Sản phẩm giao lần 1 bị lỗi sau khi liên hệ đổi trả thì lần 2 dùng oke,5.0,,0.0,BaoHanhDT,,,,,,,p
"Sản phẩm đẹp, cứng tay chất lượng",5.0,,0.0,other,,,,,,,p
"Bình đẹp, nhìn sang trọng, giữ nhiệt siêu tốt, hy vọng xài bền",5.0,,0.0,other,,,,,,,p
Thời gian giữ nhiệt khá ổn,4.0,,0.0,other,,,,,,,p
"Chắc hàng tàu điểu, nhìn thôi và hãm.",2.0,,0.0,BaoHanhDT,,,,,,,n
Good!,5.0,,0.0,other,,,,,,,p
"bình xinh xỉu, giao thần tốc, đóng gói cẩn thận, mừi đỉm",5.0,,0.0,deliver,,,,,,,p
"Giữ nhiệt tốt, giao hàng nhanh",5.0,,0.0,deliver,,,,,,,p
Giao nhanh trong ngày. Hàng chính hãng chất lượng. Ly rất đẹp,5.0,,1.0,deliver,,,,,,,p
"Giữ nhiệt tốt hàng đẹp
Mình dùng để đựng nước nóng vậy trong hai nắp thì nên dùng loại nào",5.0,,0.0,hdsd,,,,,,,p
"Màu đẹp, giao nhanh, có nắp thay thế, tiện dụng",5.0,,0.0,deliver,,,,,,,p
dù chất lượng tốt nhưng đơn hàng thứ 2 giao sai màu cũng không phản gọi xác nhận sai sản phẩm,2.0,,0.0,BaoHanhDT,,,,,,,n
Chưa sử dụng nhưng màu rất đẹp rất ưng màu.,5.0,,0.0,other,,,,,,,p
"Giữ lạnh được hơn 12g ! Tiện và đẹp , có thêm bao vải để bảo vệ thì tuyệt",5.0,,0.0,other,,,,,,,p
"Với nắp nhựa trong, rót nước ra bị rớt ra ngoài.",3.0,,0.0,BaoHanhDT,,,,,,,n
Dạ nhận được hàng,5.0,,0.0,other,,,,,,,p
hàng của Lock lock thì không còn gì phải bàn 🧡🧡 cảm ơn Tiki - locklock,5.0,,0.0,other,,,,,,,p
"Màu xanh ngọc nhạt rất đẹp lạ , tinh tế",5.0,,0.0,other,,,,,,,p
"Mìng giữ nhiệt lạnh tốt, nắp k quá ổn, để lạnh sẽ có nước đọng ngoài.",4.0,,0.0,other,,,,,,,n
"Thời gian giữ nhiệt lâu, màu sắc đẹp",5.0,,0.0,other,,,,,,,p
Màu đẹp nha. Mẹ mình rất thích dùng ly Lock&Lock,5.0,,1.0,other,,,,,,,p
Bình siêu tuyệt vời cầm chắc tay hàng chính hãng giữ nhiệt lâu💗,5.0,,1.0,other,,,,,,,p
Đóng gói đẹp giao hàng nhanh👍👍👍👍,5.0,,0.0,deliver,,,,,,,p
Mọi thứ đều OK nên mua nhé,5.0,,0.0,other,,,,,,,p
đẹp chất lượng nha,5.0,,0.0,quality,,,,,,,p
Nói chung là toots,5.0,,0.0,other,,,,,,,p
Giá tốt. Hàng ổn,5.0,,0.0,other,,,,,,,p
"Đẹp, giữ nhiệt được lâu",5.0,,0.0,other,,,,,,,p
"Bình đẹp, tiện lợi",5.0,,0.0,other,,,,,,,p
"Thời gian giữ nhiệt lâu, nắp thay thế tiện lợi",5.0,,0.0,other,,,,,,,p
Tốt,5.0,,0.0,other,,,,,,,p
"giao hàng nhanh,đóng gói cẩn thận, chất lượng khỏi cần bàn",4.0,,0.0,deliver,,,,,,,p
Dạ nhận được hàng,5.0,,0.0,other,,,,,,,p
ch4t lu0ng qua kem quá chán vl 😡 <div>,1.0,,11.0,quality,,,,,,,n
gi4 cao ma kh0ng dang ti3n toang kaka 👎 <i>,3.0,,11.0,promo,,,,,,,n
shop tra loi cham chưa đủ wow fnjskf 😂 <div>,3.0,,44.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n chưa đủ wow wtf 😭 <br>,2.0,,28.0,quality,,,,,,,n
dong goi so sai dở ẹc wtf 🙄 <p>,2.0,,11.0,deliver,,,,,,,n
s4n ph4m nay rat te dở ẹc kaka 😂 <br>,3.0,,9.0,quality,,,,,,,n
dich vu kh0ng tot tạch vl 😂 <br>,3.0,,49.0,other,,,,,,,n
ch4t lu0ng qua kem chưa đủ wow omg 😡 <b>,2.0,,44.0,quality,,,,,,,n
shop tra loi cham tạch vl 🤮 <br>,2.0,,6.0,other,,,,,,,n
rat that vong xàm xí vl 🙄 <br>,3.0,,11.0,quality,,,,,,,n
s4n ph4m nay rat te quá chán huhu 😤 <br>,2.0,,2.0,quality,,,,,,,n
dong goi so sai tạch lmao 🤮 <br>,1.0,,11.0,deliver,,,,,,,n
dong goi so sai toang zzz 😤 <i>,3.0,,19.0,deliver,,,,,,,n
ch4t lu0ng qua kem xịn xò vl 👎 <div>,2.0,,16.0,quality,,,,,,,n
s4n ph4m nay rat te chưa đủ wow lmao 😡 <div>,2.0,,16.0,quality,,,,,,,n
gi4 cao ma kh0ng dang ti3n toang kaka 🤮 <div>,2.0,,8.0,promo,,,,,,,n
dong goi so sai quá chán fnjskf 😂 <p>,3.0,,9.0,deliver,,,,,,,n
s4n ph4m nay rat te dở ẹc wtf 😂 <br>,3.0,,15.0,quality,,,,,,,n
gi4 cao ma kh0ng dang ti3n toang omg 🙄 <p>,3.0,,8.0,quality,,,,,,,n
dich vu kh0ng tot xịn xò kaka 🙄 <br>,3.0,,3.0,other,,,,,,,n
rat that vong chưa đủ wow omg 👎 <div>,2.0,,9.0,BaoHanhDT,,,,,,,n
dich vu kh0ng tot xịn xò kaka 👎 <b>,2.0,,15.0,other,,,,,,,n
shop tra loi cham quá chán lmao 😭 <div>,1.0,,44.0,other,,,,,,,n
shop tra loi cham dở ẹc zzz 😤 <br>,3.0,,45.0,other,,,,,,,n
dong goi so sai xịn xò kaka 😂 <p>,1.0,,35.0,deliver,,,,,,,n
kh0ng nen mµ4 xàm xí vl 😭 <b>,1.0,,41.0,BaoHanhDT,,,,,,,n
rat that vong toang fnjskf 😤 <b>,3.0,,49.0,quality,,,,,,,n
dich vu kh0ng tot xịn xò fnjskf 🙄 <b>,1.0,,14.0,other,,,,,,,n
dich vu kh0ng tot chưa đủ wow vl 👎 <i>,2.0,,23.0,other,,,,,,,n
ch4t lu0ng qua kem xịn xò wtf 😤 <p>,1.0,,0.0,quality,,,,,,,n
ch4t lu0ng qua kem dở ẹc omg 🙄 <div>,2.0,,26.0,quality,,,,,,,n
gi4 cao ma kh0ng dang ti3n xàm xí kaka 😂 <div>,2.0,,27.0,promo,,,,,,,n
gi4 cao ma kh0ng dang ti3n xàm xí vl 🤮 <p>,1.0,,39.0,quality,,,,,,,n
kh0ng nen mµ4 tạch fnjskf 😡 <i>,1.0,,35.0,BaoHanhDT,,,,,,,n
dong goi so sai tạch fnjskf 😂 <b>,2.0,,38.0,deliver,,,,,,,n
rat that vong chưa đủ wow vl 😤 <i>,2.0,,25.0,quality,,,,,,,n
dich vu kh0ng tot xịn xò omg 😂 <i>,3.0,,2.0,other,,,,,,,n
s4n ph4m nay rat te toang fnjskf 👎 <div>,2.0,,27.0,quality,,,,,,,n
shop tra loi cham tạch huhu 🤮 <div>,3.0,,2.0,other,,,,,,,n
dong goi so sai dở ẹc wtf 👎 <br>,2.0,,1.0,deliver,,,,,,,n
shop tra loi cham toang wtf 😂 <br>,1.0,,41.0,other,,,,,,,n
shop tra loi cham chưa đủ wow zzz 😂 <b>,3.0,,2.0,other,,,,,,,n
rat that vong chưa đủ wow wtf 😭 <div>,3.0,,13.0,quality,,,,,,,n
gi4 cao ma kh0ng dang ti3n xịn xò huhu 😭 <p>,1.0,,21.0,quality,,,,,,,n
s4n ph4m nay rat te xàm xí omg 🙄 <br>,1.0,,27.0,other,,,,,,,n
ch4t lu0ng qua kem dở ẹc lmao 😡 <br>,2.0,,13.0,quality,,,,,,,n
shop tra loi cham quá chán kaka 🙄 <i>,3.0,,0.0,other,,,,,,,n
ch4t lu0ng qua kem tạch lmao 😂 <i>,1.0,,46.0,quality,,,,,,,n
gi4 cao ma kh0ng dang ti3n quá chán kaka 😤 <i>,1.0,,37.0,other,,,,,,,n
rat that vong toang wtf 🤮 <div>,1.0,,12.0,other,,,,,,,n
kh0ng nen mµ4 xịn xò vl 😤 <b>,3.0,,9.0,other,,,,,,,n
s4n ph4m nay rat te dở ẹc huhu 🤮 <br>,2.0,,34.0,quality,,,,,,,n
dong goi so sai xịn xò lmao 😭 <br>,2.0,,31.0,deliver,,,,,,,n
shop tra loi cham dở ẹc zzz 👎 <p>,3.0,,5.0,other,,,,,,,n
